price,total_surface,covered_surface,rooms,bathrooms,garages,bedrooms,toilettes,antiquity,zone
USD 350.000,495m²,165m²,4,3,,3,1,A estrenar,",  Castaños, Nordelta"
,,,,,,,,,
USD 550.000,987m²,300m²,5,3,1,3,1,8,",  La Lomada, Pilar"
USD 550.000,300m²,260m²,,4,,3,,,",  Talar del Lago II, El Talar de Pacheco"
USD 1.150.000,900m²,370m²,6,7,,4,,A estrenar,",  Lagos del Golf, Nordelta"
,,,,,,,,,
USD 320.000,300m²,300m²,,4,1,4,,,",  Centro, Rosario"
USD 350.000,242m²,180m²,,3,,3,,25,",  San Isidro, San Isidro"
USD 850.000,,500m²,,5,,5,,,",  Santa María de Tigre, Rincón de Milberg"
,,,,,,,,,
,,,,,,,,,
USD 650.000,801m²,278m²,,5,,5,,33,",  Lomas de San Isidro, San Isidro"
USD 240.000,140m²,,4,2,,3,,70,",  Centro, Rosario"
,,,,,,,,,
USD 260.000,225m²,225m²,7,2,1,4,1,15,",  Tiro Suizo, Rosario"
USD 800.000,500m²,500m²,,7,,5,,,",  San Benito, Villanueva"
USD 340.000,950m²,160m²,0,3,,3,1,2,",  San Isidro Labrador, Villanueva"
USD 290.000,,180m²,,3,1,3,,,",  Villanueva, Tigre"
USD 150.000,150m²,100m²,3,,,2,,30,",  Ramos Mejía, La Matanza"
$ 1,1500m²,300m²,6,2,,4,1,20,",  Tortugas Country Club, Manuel Alberti"
,,,,,,,,,
USD 168.000,88m²,69m²,3,,,2,1,20,",  Carapachay, Vicente López"
USD 345.000,720m²,230m²,4,2,1,3,1,A estrenar,",  Country Club Banco Provincia, Moreno"
,,,,,,,,,
USD 295.000,1000m²,285m²,,3,,4,,15,",  Roldán, Santa Fe"
USD 525.000,268m²,240m²,5,3,,4,,15,",  Abril, Berazategui"
USD 398.000,289m²,194m²,7,3,,3,1,3,",  Boulogne Sur Mer, San Isidro"
,,,,,,,,,
USD 355.000,325m²,176m²,5,2,1,2,,40,",  El Talar de Martínez, San Isidro"
USD 590.000,600m²,600m²,6,6,,5,,12,
USD 360.000,693m²,380m²,4,3,,3,,10,",  Mar del Plata, Buenos Aires Costa Atlántica"
,,,,,,,,,
USD 450.000,176m²,176m²,,3,,3,,,",  San Francisco (Tigre), Tigre"
USD 458.000,275m²,245m²,,3,,3,,,",  Ayres Plaza, Pilar"
,,,,,,,,,
USD 550.000,169m²,220m²,5,3,1,4,,50,",  Nuñez, Capital Federal"
Consultar precio,1060m²,200m²,3,2,,2,1,55,",  Fisherton, Rosario"
USD 790.000,520m²,450m²,,5,,3,,25,",  Acassuso, San Isidro"
USD 440.000,840m²,235m²,5,3,,3,1,10,",  Campos de Alvarez, Moreno"
USD 298.000,271m²,220m²,7,2,,3,1,29,",  Boulogne Sur Mer, San Isidro"
USD 80.000,360m²,96m²,4,,1,2,,3,",  Puerto Roldán, Roldán"
,,,,,,,,,
USD 1.290.000,1100m²,430m²,7,4,,4,1,10,",  Los Castores, Nordelta"
USD 305.000,,280m²,,4,,4,,,",  Haras Santa María, Escobar"
USD 219.000,176m²,141m²,,3,,3,,,",  Santa Guadalupe, Pilar del Este"
,,,,,,,,,
,,,,,,,,,
USD 580.000,1200m²,330m²,4,3,,3,1,5,",  Highland Park, Pilar"
USD 3.600.000,608m²,608m²,,5,,6,,100,",  Palermo Chico, Palermo"
USD 435.000,266m²,266m²,4,2,,3,,30,",  Olivos, Vicente López"
USD 950.000,384m²,348m²,8,5,,5,1,30,",  Belgrano, Capital Federal"
,,,,,,,,,
USD 257.000,1005m²,400m²,10,3,,3,,A estrenar,",  Chacras de la Villa, Villa Allende"
USD 165.000,413m²,240m²,4,2,1,3,,,",  Centenario, Córdoba"
USD 450.000,614m²,220m²,,3,,4,,,",  San Juan (San Isidro), San Isidro"
USD 360.000,272m²,234m²,6,3,1,4,,50,",  Ramos Mejía, La Matanza"
USD 240.000,2217m²,600m²,0,3,,3,,20,",  Rodeo del Medio, Mendoza "
,,,,,,,,,
USD 335.000,1157m²,221m²,,4,,3,,1,",  San Rafael, Villanueva"
USD 235.000,430m²,113m²,4,2,,3,,A estrenar,",  Punta del Este, Uruguay"
USD 53.000,150m²,150m²,,,1,2,,,",  Empalme Graneros, Rosario"
,,,,,,,,,
USD 98.900,220m²,110m²,3,,1,2,,35,",  Fisherton, Rosario"
USD 475.000,270m²,200m²,4,2,,3,,35,",  Coghlan, Capital Federal"
USD 690.000,890m²,225m²,,3,,4,,,",  Santa Bárbara, Tigre"
,,,,,,,,,
USD 120.000,500m²,83m²,,,,2,,20,",  Funes, Santa Fe"
USD 115.000,530m²,132m²,4,2,,3,1,A estrenar,",  San Eduardo, Pilar del Este"
,,,,,,,,,
USD 410.000,1350m²,350m²,6,4,,3,1,A estrenar,",  Córdoba, Córdoba"
USD 320.000,,,4,3,,3,,20,",  Fisherton, Rosario"
USD 359.000,175m²,175m²,,4,1,4,,,",  Castaños, Nordelta"
,,,,,,,,,
USD 350.000,1710m²,270m²,,3,,3,,12,",  Roldán, Santa Fe"
USD 229.000,219m²,219m²,6,3,,3,1,10,",  La Delfina, Pilar"
USD 700.000,170m²,350m²,,2,1,10,,,",  Centro, Rosario"
,,,,,,,,,
USD 170.000,195m²,195m²,4,2,1,3,1,A estrenar,",  Chacra del Norte, Córdoba"
USD 430.000,800m²,280m²,,2,,3,,,",  San Isidro Labrador, Villanueva"
,,,,,,,,,
USD 1.690.000,1080m²,445m²,,3,,4,,,",  Los Castores, Nordelta"
USD 210.000,300m²,135m²,6,2,1,3,1,A estrenar,",  Casas de Santa María, Rincón de Milberg"
,,,,,,,,,
USD 748.000,350m²,250m²,5,3,1,4,,15,",  La Barra, Punta del Este"
USD 150.000,328m²,150m²,4,2,,2,,A estrenar,",  Villa Catalina, Río Ceballos"
USD 65.000,200m²,,4,2,1,0,1,10,",  San Francisco, Córdoba"
USD 458.000,824m²,267m²,,5,,4,,,",  San Francisco (Tigre), Tigre"
,,,,,,,,,
USD 190.000,1m²,1m²,5,,1,2,1,10,",  Villa Allende, Villa Allende"
USD 1.200.000,,490m²,9,5,,4,1,14,",  Ayres del Pilar, Pilar"
USD 225.000,203m²,97m²,3,2,,2,,,",  Villa Ballester, General San Martín"
USD 1.200.000,900m²,350m²,,2,,3,,,",  Los Castores, Nordelta"
,,,,,,,,,
USD 259.000,1000m²,220m²,7,0,,6,,A estrenar,
,,,,,,,,,
USD 230.000,774m²,150m²,4,3,,3,1,A estrenar,",  San Matías, Escobar"
USD 350.000,627m²,236m²,6,3,1,3,,8,",  Valle Escondido , Córdoba"
USD 450.000,176m²,176m²,,4,,4,,,",  Castaños, Nordelta"
USD 265.000,183m²,244m²,6,3,,5,,50,",  Villa Pueyrredón, Capital Federal"
USD 580.000,1500m²,386m²,5,4,,4,,10,",  El Bosque, Córdoba"
$ 430.000,1000m²,330m²,3,4,1,3,,8,",  La Rufina, La Calera"
USD 250.000,800m²,170m²,,3,,3,,15,",  Sausalito, Pilar"
USD 250.000,469m²,281m²,6,4,,4,,A estrenar,",  URCA, Córdoba"
USD 249.000,500m²,260m²,6,4,1,3,,1,",  Guaymallén, Mendoza "
,,,,,,,,,
,,,,,,,,,
USD 285.000,760m²,177m²,5,3,1,4,1,5,",  San Gabriel, Villanueva"
USD 850.000,370m²,350m²,6,3,,4,,11,",  Villa Ortuzar, Capital Federal"
,,,,,,,,,
USD 569.000,274m²,224m²,,4,,4,,,",  Las Glorietas, Nordelta"
,,,,,,,,,
USD 159.000,140m²,100m²,3,,1,2,,50,
USD 560.000,1500m²,411m²,12,4,,3,,8,",  Córdoba, Córdoba"
USD 360.000,905m²,260m²,5,3,1,4,,6,",  Valle Escondido , Córdoba"
USD 460.000,1532m²,238m²,5,4,,4,,24,",  Bella Vista, San Miguel"
,,,,,,,,,
USD 45.000,250m²,57m²,4,,,2,,1,",  Villa Santa Cruz del Lago, Córdoba"
USD 80.000,700m²,80m²,3,,,2,,A estrenar,",  El Talar, Mendiolaza"
USD 550.000,687m²,230m²,4,4,,3,1,A estrenar,",  Gutierrez, Berazategui"
USD 310.000,165m²,125m²,4,2,1,3,1,A estrenar,",  San Fernando, GBA Norte"
USD 330.000,606m²,143m²,4,3,,3,1,5,",  La Comarca, Tigre"
USD 495.000,876m²,348m²,,5,1,5,,14,",  Talar del Lago II, El Talar de Pacheco"
Consultar precio,978m²,467m²,7,6,,4,1,A estrenar,",  Lagos del Golf, Nordelta"
Consultar precio,230m²,192m²,5,3,,4,,24,",  Los Cardales Country Club, Campana"
,,,,,,,,,
,,,,,,,,,
USD 190.000,217m²,217m²,4,3,,3,,19,",  Boca Raton, Pilar"
,,,,,,,,,
USD 500.000,240m²,200m²,,3,,2,,,",  San Isidro Labrador, Villanueva"
USD 269.000,297m²,104m²,4,2,,3,,4,",  Ituzaingó, GBA Oeste"
USD 585.000,502m²,305m²,,3,,4,,,",  Los Sauces, Nordelta"
,,,,,,,,,
USD 1.300.000,1000m²,370m²,6,3,,3,1,10,",  Ayres del Pilar, Pilar"
USD 315.000,840m²,230m²,,3,,3,,,",  La Montura, Pilar"
USD 330.000,811m²,220m²,5,3,,4,1,A estrenar,",  El Cantón, Escobar"
USD 328.000,882m²,191m²,,4,1,3,,,",  Norte, El Cantón"
,,,,,,,,,
,,,,,,,,,
USD 650.000,639m²,328m²,6,,,2,,A estrenar,",  Rosario, Santa Fe"
USD 495.000,770m²,248m²,,3,,3,,16,",  Talar del Lago I, El Talar de Pacheco"
USD 1.600.000,1500m²,400m²,,6,,4,,,",  Mayling, Pilar"
USD 570.000,650m²,267m²,,4,,4,,,",  Ayres Plaza, Pilar"
,,,,,,,,,
USD 1.950.000,800m²,450m²,7,4,1,3,1,A estrenar,",  Boating, San Isidro"
USD 340.000,461m²,201m²,5,2,,4,,59,",  Montevideo, Uruguay"
USD 140.000,500m²,140m²,,2,,2,,,",  San Ramon, Pilar del Este"
,,,,,,,,,
Consultar precio,900m²,230m²,13,3,,4,,25,",  Funes, Santa Fe"
Consultar precio,686m²,200m²,,3,,3,,17,",  San Lucas Village, Escobar"
USD 315.000,185m²,115m²,4,,1,2,,50,",  Florida, Vicente López"
USD 1.850.000,715m²,685m²,5,5,,4,,1,",  Saint Thomas, Esteban Echeverría"
USD 799.000,263m²,251m²,,6,,5,,,",  Los Lagos, Nordelta"
,,,,,,,,,
USD 340.000,225m²,145m²,5,2,1,3,1,A estrenar,",  Olivos, Vicente López"
USD 950.000,1300m²,330m²,5,2,,3,1,4,",  Mayling, Pilar"
USD 260.000,260m²,94m²,3,,,2,,50,",  Martínez, San Isidro"
USD 288.000,90m²,90m²,,,,2,,50,",  Lomas de San Isidro, San Isidro"
Consultar precio,440m²,415m²,0,0,,0,,12,",  Recoleta, Capital Federal"
,,,,,,,,,
,,,,,,,,,
USD 290.000,845m²,181m²,4,2,,3,1,A estrenar,",  El Cantón, Escobar"
USD 230.000,205m²,105m²,4,2,1,3,,19,",  Villa Ballester, General San Martín"
USD 275.000,800m²,240m²,4,2,,3,,5,",  La Morada, Villa Allende"
,,,,,,,,,
USD 1,3200m²,650m²,20,6,,5,1,10,",  Villa Allende Golf, Villa Allende"
USD 850.000,1014m²,300m²,6,3,,4,1,13,",  Ayres del Pilar, Pilar"
,,,,,,,,,
USD 295.000,114m²,80m²,,3,1,3,,,",  Olivos, Vicente López"
USD 235.000,325m²,210m²,5,3,1,3,,A estrenar,",  Altos del Chateau, Córdoba"
USD 390.000,510m²,510m²,,4,1,3,,,",  Casuarinas del Pilar, Pilar"
USD 159.000,920m²,164m²,4,2,,3,,2,",  San Matías, Escobar"
,,,,,,,,,
USD 235.000,242m²,193m²,5,3,,3,,3,",  Haras Santa María, Escobar"
,,,,,,,,,
USD 430.000,353m²,249m²,5,4,1,5,1,20,",  Monte Castro, Capital Federal"
USD 175.000,470m²,145m²,4,3,,3,1,A estrenar,",  Pilar del Este, Pilar"
USD 240.000,300m²,210m²,5,3,,4,,30,",  Argüello, Córdoba"
USD 450.000,298m²,298m²,4,4,,3,1,40,",  Florida, Vicente López"
USD 239.000,165m²,165m²,4,2,,3,,50,",  Olivos, Vicente López"
USD 450.000,1200m²,330m²,5,3,,3,,A estrenar,",  Villa Carlos Paz, Córdoba"
USD 460.000,800m²,250m²,0,3,,4,,A estrenar,",  Campo Grande, Pilar"
,,,,,,,,,
USD 498.000,320m²,240m²,0,4,,3,,2,",  Pilara, Pilar"
,,,,,,,,,
USD 330.000,118m²,91m²,4,3,1,3,1,A estrenar,",  Olivos, Vicente López"
USD 75.000,1620m²,90m²,3,,1,2,,2,",  Otros, Unquillo"
USD 750.000,360m²,260m²,5,,,,,80,",  Balvanera, Capital Federal"
,,,,,,,,,
USD 350.000,240m²,240m²,,2,,2,,30,",  Funes, Santa Fe"
USD 580.000,430m²,430m²,,,,7,,15,",  Martínez, San Isidro"
USD 420.000,480m²,197m²,5,2,1,3,1,A estrenar,",  Las Tipas, Nordelta"
USD 385.000,816m²,226m²,0,3,,4,1,A estrenar,",  San Francisco, Villanueva"
USD 690.000,385m²,220m²,,3,,3,,18,",  Vicente López, Vicente López"
USD 590.000,300m²,300m²,,4,,4,,5,",  San Marco, Villanueva"
,,,,,,,,,
,,,,,,,,,
$ 1.800.000,250m²,140m²,5,,1,3,,15,",  VIlla Revol, Córdoba"
USD 160.000,100m²,70m²,4,2,1,3,,7,",  Claros del Bosque, Córdoba"
USD 190.000,632m²,,5,2,,3,,18,",  Sierra de los Padres, Mar del Plata"
USD 395.000,146m²,129m²,5,2,,4,,20,",  Nuñez, Capital Federal"
,,,,,,,,,
USD 350.000,937m²,177m²,4,2,,3,1,A estrenar,",  Barrio Privado Terralagos, Canning"
USD 360.000,320m²,320m²,,4,,4,,4,",  Sausalito, Pilar"
USD 350.000,625m²,,5,3,1,4,,50,",  Hurlingham, Hurlingham"
USD 395.000,980m²,245m²,4,3,,3,,5,",  Highland Park, Pilar"
USD 200.000,185m²,185m²,4,3,,3,,4,",  Claros Village, Córdoba"
,,,,,,,,,
USD 550.000,992m²,247m²,,4,,4,,,",  Ayres del Pilar, Pilar"
,,,,,,,,,
,,,,,,,,,
USD 235.000,785m²,155m²,0,2,,3,,A estrenar,",  San Matías, Escobar"
USD 275.000,605m²,160m²,5,3,,3,1,6,",  La Comarca, Tigre"
USD 1.300.000,500m²,430m²,6,3,1,4,1,20,",  Nuñez, Capital Federal"
USD 250.000,620m²,150m²,4,3,,3,1,7,",  Senderos 2, Pilar"
USD 299.000,415m²,415m²,0,0,,0,,60,",  Parque Patricios, Capital Federal"
USD 380.000,207m²,143m²,4,2,1,3,,50,",  Vicente López, Vicente López"
USD 480.000,305m²,305m²,,3,,4,,24,",  Lomas de San Isidro, San Isidro"
USD 330.000,500m²,189m²,4,2,,3,1,4,",  Barrancas de Santa María, General Pacheco"
USD 1.900.000,960m²,960m²,,5,,5,,,",  Los Castores, Nordelta"
USD 135.000,1000m²,100m²,5,,1,3,,47,",  Benavidez, Tigre"
USD 640.000,600m²,320m²,6,4,,5,,2,",  Los Sauces, Nordelta"
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
USD 255.000,400m²,200m²,4,2,,3,,25,",  Jesús María, Córdoba"
USD 285.000,277m²,147m²,4,2,1,3,,60,",  Olivos, Vicente López"
USD 159.000,85m²,74m²,4,,1,3,,A estrenar,",  Funes, Santa Fe"
USD 240.000,900m²,165m²,5,2,,3,1,A estrenar,",  San Matías, Escobar"
,,,,,,,,,
USD 580.000,291m²,246m²,,6,,4,,,",  Los Alisos, Nordelta"
USD 235.000,190m²,190m²,,3,,4,,,",  San Matías, Escobar"
USD 288.000,253m²,198m²,0,2,,4,,A estrenar,",  Campo Grande, Pilar"
USD 1.480.000,1542m²,468m²,,3,,5,,,",  El Talar de Pacheco, Tigre"
,,,,,,,,,
,,,,,,,,,
USD 290.000,300m²,300m²,5,2,1,3,1,50,",  San Isidro, San Isidro"
USD 330.000,730m²,180m²,6,2,,4,,A estrenar,",  Adrogué, Almirante Brown"
USD 220.000,300m²,176m²,0,3,,3,1,A estrenar,",  La Cuesta, La Calera"
,,,,,,,,,
USD 275.000,177m²,118m²,4,,1,3,1,25,",  Villa Pueyrredón, Capital Federal"
USD 395.000,816m²,244m²,0,3,,4,1,A estrenar,",  San Francisco, Villanueva"
USD 798.000,1213m²,423m²,6,6,,4,,A estrenar,",  San Miguel, GBA Norte"
USD 250.000,360m²,247m²,0,4,,4,,6,",  Lomas del Chateau, Córdoba"
,,,,,,,,,
USD 1.200.000,763m²,323m²,,3,,4,,,",  Nuevo Quilmes, Quilmes"
USD 370.000,365m²,300m²,7,4,1,5,,20,",  Parque Chacabuco, Capital Federal"
USD 380.000,270m²,155m²,5,3,1,3,1,A estrenar,",  Olivos, Vicente López"
USD 300.000,500m²,220m²,4,2,,3,1,A estrenar,",  Moreno, GBA Oeste"
USD 3.000.000,1443m²,653m²,5,4,,4,1,13,",  Acassuso, San Isidro"
USD 790.000,1000m²,470m²,,4,,5,,,",  Las Caletas, Nordelta"
USD 219.000,650m²,230m²,5,4,,4,,A estrenar,",  Villa Allende Golf, Villa Allende"
USD 160.000,419m²,140m²,4,2,1,3,,1,",  Villa Gesell, Buenos Aires Costa Atlántica"
,,,,,,,,,
USD 480.000,,400m²,,5,,4,,,",  Terravista, General Rodríguez"
,,,,,,,,,
USD 159.000,140m²,100m²,4,,1,3,,,
USD 1.390.000,900m²,370m²,,4,,4,,,",  Cabos del Lago, Nordelta"
USD 180.000,312m²,180m²,4,2,,3,,71,",  Villa Martelli, Vicente López"
USD 480.000,239m²,239m²,,3,1,3,,,",  Lomas de San Isidro, San Isidro"
,,,,,,,,,
USD 790.000,980m²,580m²,7,7,,6,,,
USD 350.000,277m²,250m²,,2,,3,,,",  San Eliseo, Presidente Perón"
,,,,,,,,,
USD 350.000,5800m²,300m²,0,2,,3,,90,",  Mendiolaza Centro, Mendiolaza"
USD 860.000,213m²,213m²,7,6,,6,,,",  Manantiales, Uruguay"
,,,,,,,,,
USD 440.000,900m²,227m²,6,4,,4,1,A estrenar,",  San Matías, Escobar"
USD 255.000,620m²,211m²,5,3,,4,,8,",  Grand Bourg, Malvinas Argentinas"
USD 135.000,2395m²,130m²,4,3,,3,,14,",  José C Paz, GBA Norte"
USD 211.000,120m²,87m²,4,3,1,3,,En construcción,",  Olivos, Vicente López"
USD 250.000,1m²,1m²,5,3,1,3,,10,",  Country Club Banco Provincia, Moreno"
USD 230.000,700m²,,5,3,,4,,En construcción,",  Fincas de Maschwitz, Escobar"
USD 360.000,606m²,170m²,4,2,1,3,1,A estrenar,",  Los Tacos, Pilar"
USD 350.000,230m²,170m²,4,2,1,3,,30,",  Villa Luro, Capital Federal"
USD 1.190.000,1093m²,386m²,6,4,,3,1,4,",  Albanueva, Rincón de Milberg"
USD 249.000,333m²,231m²,5,2,,4,,40,",  Caseros, Tres de Febrero"
Consultar precio,1030m²,370m²,9,2,1,3,,15,",  Rosario, Santa Fe"
USD 370.000,750m²,400m²,10,3,,4,1,10,",  Villa Belgrano, Córdoba"
USD 248.000,762m²,143m²,4,2,1,3,1,A estrenar,",  Santa Inés, Esteban Echeverría"
USD 268.000,414m²,182m²,4,2,1,3,1,4,",  Moreno, GBA Oeste"
USD 98.000,95m²,65m²,2,,1,,,30,",  Martin, Rosario"
USD 235.000,316m²,316m²,5,3,,4,,45,",  Echesortu, Rosario"
USD 325.000,348m²,224m²,,2,,4,,,",  San Rafael, Villanueva"
USD 660.000,750m²,315m²,,3,,3,,,",  Santa Bárbara, Tigre"
USD 730.000,721m²,358m²,8,5,,6,1,30,",  Olivos, Vicente López"
USD 198.000,151m²,121m²,5,2,1,0,1,A estrenar,",  Los Robles, La Cañada de Pilar"
USD 140.000,140m²,140m²,5,2,1,3,,A estrenar,",  Miradores de Manantiales, Córdoba"
USD 570.000,699m²,370m²,0,3,,3,1,55,",  La Lucila, Vicente López"
USD 475.000,,250m²,6,4,,5,,A estrenar,",  Ayres Plaza, Pilar"
USD 70.000,300m²,60m²,,,,,,,",  Funes, Santa Fe"
USD 399.000,294m²,253m²,,4,,3,,1,",  Ceibos, Puertos"
USD 345.000,518m²,169m²,4,2,1,3,,60,",  San Isidro, GBA Norte"
USD 330.000,680m²,300m²,6,4,,5,,A estrenar,",  Santa Guadalupe, Pilar del Este"
USD 495.000,375m²,294m²,7,3,,4,,35,",  Villa Pueyrredón, Capital Federal"
USD 475.000,,297m²,0,3,,4,,A estrenar,",  Ayres Plaza, Pilar"
USD 1.300.000,868m²,515m²,9,4,1,5,1,25,",  San Isidro Chico, San Isidro"
USD 248.000,965m²,176m²,4,3,,3,1,A estrenar,",  San Rafael, Villanueva"
USD 390.000,1240m²,200m²,4,3,,3,1,40,",  Highland Park, Pilar"
USD 495.000,630m²,212m²,,3,,3,,1,",  Barbarita, General Pacheco"
USD 350.000,,147m²,5,2,,3,,79,",  Nuñez, Capital Federal"
USD 235.000,710m²,184m²,,3,,4,,2,",  Puertos, Escobar"
USD 229.000,600m²,100m²,5,2,,0,,7,",  Senderos 2, Pilar"
USD 230.000,183m²,155m²,,2,,3,,,",  San Matías, Escobar"
USD 285.000,840m²,170m²,4,3,,3,,A estrenar,",  Los Jazmines, Pilar del Este"
USD 150.000,400m²,80m²,3,,,2,,A estrenar,",  El Portal de Pilar, Pilar"
USD 870.000,847m²,343m²,5,4,,4,1,A estrenar,",  La Lomada, Pilar"
USD 111.111,,630m²,,7,,5,,10,",  San Diego, Moreno"
USD 97.000,360m²,97m²,2,,1,2,,,",  Roldán, Santa Fe"
USD 410.000,,255m²,,3,,3,,,",  Villanueva, Tigre"
USD 258.000,508m²,183m²,,4,,3,,,",  Puertos, Escobar"
USD 490.000,300m²,222m²,5,2,1,3,1,70,",  Florida, Vicente López"
USD 690.000,590m²,318m²,6,4,,4,1,40,",  Olivos, Vicente López"
USD 165.000,250m²,75m²,0,,,2,,55,",  Boulogne Sur Mer, San Isidro"
USD 140.000,288m²,264m²,6,2,,3,,40,",  La Florida, Rosario"
USD 155.000,590m²,125m²,4,3,,3,1,A estrenar,",  Pilar del Este, Pilar"
USD 225.000,200m²,200m²,5,3,1,3,1,18,",  Bermudas, Pilar"
USD 370.000,826m²,220m²,6,2,,4,1,2,",  El Molino Sur, Haras Santa María"
USD 310.000,657m²,158m²,6,,,3,1,40,",  Beccar, San Isidro"
USD 950.000,650m²,650m²,,5,,5,,15,",  Ayres del Pilar, Pilar"
USD 390.000,1068m²,195m²,5,2,,4,1,15,",  Los Tacos, Pilar"
USD 790.000,1000m²,470m²,7,4,,5,,A estrenar,",  Las Caletas, Nordelta"
USD 490.000,632m²,255m²,4,6,,3,,1,",  Ayres Plaza, Pilar"
USD 172.000,110m²,95m²,4,,,3,1,12,",  Parque Leloir, Ituzaingó"
USD 540.000,346m²,164m²,4,3,1,3,1,30,",  Villa Devoto, Capital Federal"
USD 450.000,380m²,380m²,5,4,,4,,30,",  Los Troncos, Mar del Plata"
USD 870.000,335m²,335m²,,4,,5,,,",  Los Alisos, Nordelta"
USD 230.000,271m²,259m²,,3,1,4,,60,",  Rosario, Santa Fe"
USD 600.000,754m²,371m²,5,3,,5,1,10,",  Pueblo Esther, Santa Fe"
USD 320.000,1m²,220m²,4,2,,3,,A estrenar,",  San Diego, Moreno"
USD 579.000,200m²,200m²,4,4,,3,,60,",  Colegiales, Capital Federal"
USD 1,1500m²,380m²,7,5,,5,1,10,",  Tortugas Country Club, Manuel Alberti"
USD 300.000,420m²,,5,2,1,3,,,",  Hurlingham, Hurlingham"
USD 680.000,990m²,250m²,,4,,4,,10,",  La Laguna, Nuevo Milberg"
USD 239.000,169m²,85m²,4,2,1,2,,53,",  Olivos, Vicente López"
USD 300.000,,190m²,,4,,2,,,",  San Matías, Escobar"
USD 370.000,,183m²,6,5,,5,,12,",  Caballito, Capital Federal"
USD 345.000,780m²,218m²,3,2,,3,,2015,",  San Gabriel, Villanueva"
USD 590.000,800m²,250m²,5,4,,4,1,5,",  El Chorro, Uruguay"
USD 130.000,360m²,100m²,,2,,2,,,",  Villa Elvira, La Plata"
USD 520.000,600m²,280m²,,5,,4,,,",  Barbarita, General Pacheco"
USD 410.000,860m²,231m²,6,4,,3,,12,",  Boulevares, Pilar"
USD 190.000,,187m²,,2,1,4,,,",  La Plata, La Plata"
USD 395.000,203m²,173m²,5,4,1,4,,A estrenar,",  Castaños, Nordelta"
USD 220.000,800m²,180m²,,3,,3,,,",  San Matías, Escobar"
USD 480.000,1071m²,215m²,4,2,,3,1,4,",  City Bell, La Plata"
USD 125.000,99m²,99m²,5,,,2,,60,",  Sarmiento, Rosario"
USD 760.000,374m²,345m²,4,2,,3,1,36,",  Nuñez, Capital Federal"
USD 115.000,320m²,120m²,7,2,1,3,1,30,",  Marqués de Sobremonte, Córdoba"
USD 1.450.000,794m²,794m²,,4,,4,,,",  Martínez, San Isidro"
USD 545.000,565m²,209m²,5,3,,3,1,10,",  La Laguna, Nuevo Milberg"
USD 470.000,361m²,284m²,,4,,5,,,",  Fincas de San Vicente, San Vicente"
USD 120.000,180m²,100m²,3,2,,2,,En construcción,",  Córdoba, Córdoba"
USD 145.000,136m²,114m²,4,2,,3,,En construcción,",  San Eduardo, Pilar del Este"
USD 890.000,984m²,250m²,0,4,,3,1,10,",  José Ignacio, Uruguay"
USD 129.000,150m²,,6,2,,3,,40,",  Rosario, Santa Fe"
USD 190.000,820m²,157m²,4,2,,3,,A estrenar,",  San Lucas, San Vicente"
USD 390.000,300m²,300m²,6,3,,4,1,65,",  Parque Patricios, Capital Federal"
USD 246.600,367m²,180m²,5,3,1,3,,A estrenar,",  Villa Warcalde, Córdoba"
USD 212.000,800m²,150m²,4,3,,3,1,A estrenar,",  San Matías, Escobar"
USD 260.000,240m²,170m²,5,3,,4,,35,
USD 290.000,429m²,210m²,4,4,,3,,5,",  Villa Ballester, General San Martín"
USD 459.000,601m²,258m²,0,3,,4,1,10,",  Barrancas del Lago, Nordelta"
USD 430.000,298m²,207m²,4,2,1,3,1,A estrenar,",  Florida, Vicente López"
USD 100.000,1146m²,115m²,4,,1,3,,40,",  Grand Bourg, Malvinas Argentinas"
USD 395.000,237m²,177m²,5,3,,3,,25,",  San Isidro, San Isidro"
USD 185.000,740m²,180m²,,4,,4,,,",  El Cantón, Escobar"
USD 230.000,155m²,152m²,0,2,1,4,,A estrenar,",  La Florida, Rosario"
Consultar precio,872m²,225m²,5,3,,3,1,5,",  Funes, Santa Fe"
USD 735.000,226m²,226m²,,3,1,4,,,",  Belgrano, Capital Federal"
Consultar precio,230m²,74m²,4,,1,3,,9,",  Salta, Salta "
Consultar precio,315m²,270m²,10,4,,5,,8,",  Rosario, Santa Fe"
USD 660.000,930m²,415m²,7,5,,6,,6,",  Las Liebres, Pilar"
USD 590.000,302m²,300m²,0,2,,3,1,A estrenar,",  Acassuso, San Isidro"
USD 350.000,,200m²,,3,,3,,,",  Los Pilares, Pilar"
USD 770.000,943m²,500m²,9,2,,3,,50,",  Acassuso, San Isidro"
USD 1.300.000,1500m²,460m²,,4,,4,,,",  Lomas de San Isidro, San Isidro"
USD 530.000,830m²,350m²,6,3,,5,,45,
USD 485.000,330m²,260m²,6,3,1,4,,12,",  Olivos, Vicente López"
USD 210.000,536m²,,0,4,,4,1,A estrenar,",  La Barra, Punta del Este"
USD 1.100.000,1300m²,350m²,,3,,4,,,",  Los Castores, Nordelta"
USD 285.000,806m²,217m²,,3,,3,,,",  Norte, El Cantón"
USD 1.450.000,1195m²,480m²,0,0,,4,,45,",  Martínez, San Isidro"
USD 599.000,418m²,365m²,6,5,,5,1,36,",  Florida, Vicente López"
USD 148.000,221m²,95m²,5,,1,2,,31,",  Rosario, Santa Fe"
