price,total_surface,covered_surface,rooms,bathrooms,garages,bedrooms,toilettes,antiquity,zone
USD 490.000,1500m²,220m²,3,2,,2,1,3,",  Buenos Aires Golf, Bella Vista"
USD 240.000,190m²,150m²,,2,1,3,,10,",  Rosario, Santa Fe"
USD 185.000,2800m²,115m²,4,2,,3,,20,",  General Las Heras, General Las Heras"
USD 260.000,1750m²,250m²,0,4,,4,,A estrenar,",  Manzanares, Pilar"
USD 185.000,600m²,220m²,4,3,,3,1,A estrenar,",  Benavidez Greens, Benavidez"
USD 300.000,250m²,240m²,4,2,,3,1,15,",  Villa Sarmiento, Morón"
USD 330.000,200m²,150m²,6,2,,5,,20,",  Villa del Parque, Capital Federal"
USD 1.050.000,405m²,385m²,,5,,4,,,",  Lagos del Golf, Nordelta"
USD 250.000,650m²,168m²,4,3,1,3,,,",  Playa Mansa, Punta del Este"
USD 358.000,190m²,178m²,0,3,1,3,,A estrenar,",  Santa Clara, Villanueva"
USD 275.000,207m²,140m²,5,2,,4,,60,",  Saavedra, Capital Federal"
USD 360.000,163m²,163m²,5,,1,4,,40,",  Monte Castro, Capital Federal"
USD 358.000,178m²,178m²,0,3,1,3,,A estrenar,",  Villanueva, Tigre"
USD 280.000,200m²,200m²,5,2,1,3,1,10,",  El Molino, Pilar"
USD 320.000,259m²,172m²,4,0,1,3,,10,",  El Rodal, Esteban Echeverría"
USD 220.000,158m²,143m²,5,2,,3,1,A estrenar,",  La Cañada de Pilar, Pilar"
USD 129.000,146m²,90m²,3,,1,2,,50,",  Lomas del Mirador, La Matanza"
USD 350.000,1080m²,210m²,4,3,1,3,1,30,",  Mayling, Pilar"
Consultar precio,117m²,62m²,,2,,,,,",  Roldán, Santa Fe"
USD 262.000,150m²,150m²,3,2,,2,,40,",  Castelar, Morón"
USD 178.000,166m²,136m²,,2,,3,,,",  Santa Guadalupe, Pilar del Este"
USD 44.000,322m²,100m²,5,,,3,,55,",  Los Paraísos, Córdoba"
USD 280.000,244m²,184m²,,2,,3,,,",  Vistas, Puertos"
USD 698.000,800m²,420m²,7,5,,5,1,10,",  Lomas de San Isidro, San Isidro"
USD 1.700.000,1468m²,558m²,8,5,,4,1,A estrenar,",  El Golf, Nordelta"
USD 510.000,250m²,250m²,,3,,3,,,",  Punta del Este, Uruguay"
USD 229.900,88m²,102m²,3,,1,2,,80,",  Floresta, Capital Federal"
USD 185.000,336m²,120m²,4,2,,3,1,30,",  Maschwitz Country Club, Escobar"
USD 720.000,880m²,420m²,,4,1,4,,22,",  Rincón del Arca, San Fernando"
USD 320.000,531m²,160m²,3,3,,3,1,A estrenar,",  La Comarca, Tigre"
USD 112.000,122m²,86m²,5,2,,4,,50,",  Flores, Capital Federal"
USD 248.000,190m²,210m²,6,4,,4,,20,",  Pompeya, Capital Federal"
USD 259.000,1007m²,200m²,4,3,,3,,En construcción,",  San Matías, Escobar"
USD 80.000,513m²,450m²,,,,3,,,",  Zárate, Zárate"
USD 400.000,650m²,150m²,5,3,,3,1,A estrenar,",  Las Liebres, Pilar"
USD 305.000,243m²,188m²,4,3,1,3,,A estrenar,",  El Cantón, Escobar"
USD 350.000,235m²,150m²,5,3,1,4,,38,",  Martínez, San Isidro"
USD 180.000,9000m²,300m²,5,6,1,5,,100,",  Valle Hermoso, Córdoba"
USD 380.000,533m²,392m²,6,5,1,5,1,3,",  Tortugas Chico, Pilar"
USD 185.000,550m²,185m²,3,2,1,3,,A estrenar,",  Las Cañitas Villa Urbana, Córdoba"
USD 125.000,265m²,130m²,3,2,1,3,,A estrenar,",  Quebrada de las Rosas, Córdoba"
USD 320.000,541m²,200m²,3,,1,2,1,30,",  Villa Adelina, San Isidro"
USD 270.000,250m²,150m²,3,,,2,,60,",  Villa Maipu, General San Martín"
USD 398.000,237m²,196m²,,2,,3,,,",  Santa Catalina, Villanueva"
USD 160.000,181m²,157m²,3,2,1,3,,20,",  Lomas de San Martín, Córdoba"
USD 230.000,722m²,290m²,4,3,1,3,,40,",  Villa Belgrano, Córdoba"
USD 215.000,170m²,150m²,4,3,,3,1,A estrenar,",  Fincas 1, Córdoba"
USD 80.000,64m²,64m²,4,,,3,,,",  Delta, Tigre"
USD 140.000,250m²,,4,,1,3,,30,",  Morón, Morón"
USD 140.000,76m²,70m²,,,,2,,,",  Meliquina, San Martín de los Andes"
USD 400.000,420m²,280m²,4,3,,3,1,1,",  Parque Leloir, Ituzaingó"
USD 10,326m²,286m²,,4,,3,,12,",  Fisherton, Rosario"
Consultar precio,851m²,360m²,8,3,,3,,A estrenar,",  La Rufina, La Calera"
USD 1.650.000,2318m²,318m²,7,3,1,3,1,A estrenar,",  Pacheco Golf Club, General Pacheco"
USD 390.000,230m²,200m²,,2,,4,,,",  Santa Bárbara, Tigre"
USD 250.000,740m²,154m²,0,3,,3,1,A estrenar,",  San Matías, Escobar"
USD 165.000,,109m²,,2,,2,,,",  Pilar del Este, Pilar"
USD 270.000,218m²,130m²,,3,1,4,,40,",  Munro, Vicente López"
USD 229.000,700m²,184m²,,4,,4,,,",  Puerto, El Cantón"
USD 110.000,470m²,118m²,4,2,1,3,,A estrenar,",  San Eduardo, Pilar del Este"
USD 335.000,640m²,224m²,,3,,3,,,",  La Comarca, Tigre"
USD 405.000,796m²,197m²,4,3,,3,,A estrenar,",  San Rafael, Villanueva"
USD 339.000,805m²,166m²,,4,,3,,5,",  San Francisco (Tigre), Tigre"
USD 359.000,406m²,152m²,4,2,,3,1,8,",  El Atardecer, Rincón de Milberg"
USD 295.000,210m²,210m²,7,2,1,6,1,60,",  Villa Crespo, Capital Federal"
USD 200.000,432m²,152m²,5,2,1,4,,9,",  Solares del Jagüel, Ituzaingó"
USD 550.000,500m²,270m²,4,4,,3,,,",  San Justo, La Matanza"
USD 110.000,332m²,332m²,4,,1,3,,50,",  Don Torcuato, Tigre"
USD 340.000,,220m²,,4,1,3,,,",  Norte Playa, Pinamar"
USD 1.690.000,950m²,370m²,5,3,,4,,A estrenar,",  El Yacht, Nordelta"
USD 250.000,191m²,171m²,,3,,3,,1,",  Santa Guadalupe, Pilar del Este"
Consultar precio,312m²,127m²,0,,1,3,1,40,",  Rosario, Santa Fe"
USD 440.000,700m²,200m²,5,3,,3,1,1,",  Las Liebres, Pilar"
USD 330.000,180m²,180m²,5,,1,3,,35,",  Martínez, San Isidro"
USD 40.000,174m²,150m²,3,,,2,,70,",  San Vicente, Córdoba"
USD 1.600.000,595m²,510m²,10,5,,4,1,A estrenar,",  Ayres del Pilar, Pilar"
USD 370.000,970m²,350m²,0,0,,3,,A estrenar,",  Córdoba, Córdoba"
USD 90.000,244m²,95m²,3,,1,2,,45,",  Villa Lynch, General San Martín"
USD 1.450.000,1235m²,390m²,6,4,,4,1,A estrenar,",  Albanueva, Rincón de Milberg"
USD 315.000,803m²,213m²,,4,,3,,1,",  San Rafael, Villanueva"
USD 530.000,454m²,250m²,4,3,1,3,,20,",  Victoria, San Fernando"
USD 230.000,25000m²,707m²,9,6,,6,,20,",  La Pega, Mendoza "
USD 250.000,600m²,158m²,5,,1,3,1,A estrenar,",  Canning, Ezeiza"
USD 470.000,205m²,180m²,4,4,1,3,,3,",  Los Lagos, Nordelta"
USD 360.000,220m²,220m²,4,2,,3,,17,",  San Carlos, Mar del Plata"
USD 390.000,320m²,320m²,5,,,3,,8,",  Carapachay, Vicente López"
USD 1.450.000,273m²,230m²,4,3,,4,,35,",  Caballito, Capital Federal"
USD 265.000,,382m²,5,3,,4,,60,",  Fisherton, Rosario"
USD 395.000,240m²,220m²,,3,1,4,,,",  Las Golondrinas, Berazategui"
USD 655.000,944m²,236m²,6,2,,3,1,11,",  Rincón de Milberg, Tigre"
USD 270.000,,160m²,4,3,1,3,,4,",  Puerto, El Cantón"
USD 410.000,260m²,260m²,4,3,,3,1,4,",  Fincas de Hudson, Berazategui"
USD 600.000,20000m²,500m²,,5,,4,,,",  Bragado, Bragado"
USD 170.000,240m²,310m²,10,2,,6,,79,",  Centro, Córdoba"
USD 1.200.000,,530m²,0,5,1,5,,12,",  Ayres del Pilar, Pilar"
USD 620.000,280m²,260m²,,3,,4,,9,",  El Encuentro, General Pacheco"
USD 230.000,119m²,119m²,4,2,1,3,,50,",  Floresta, Capital Federal"
USD 310.000,155m²,143m²,,,,2,,,",  Florida, Vicente López"
USD 270.000,144m²,144m²,,2,,3,,,",  Flores, Capital Federal"
USD 225.000,1000m²,196m²,4,3,1,3,1,A estrenar,",  San Sebastián, Zelaya"
USD 700.000,500m²,285m²,,2,,3,,,",  Nordelta, Tigre"
USD 290.000,220m²,220m²,,2,,3,,,",  El Cantón, Escobar"
USD 115.000,101m²,70m²,3,,,2,1,7,",  Quilmes, Quilmes"
USD 10,927m²,285m²,,3,,4,,,",  Fisherton, Rosario"
Consultar precio,427m²,302m²,0,4,,4,,1,",  Fisherton, Rosario"
USD 590.000,367m²,,7,3,1,4,1,50,",  Acassuso, San Isidro"
USD 310.000,1004m²,146m²,4,2,,3,,,
USD 680.000,300m²,300m²,4,2,1,3,,,",  Villa La Angostura, Neuquen "
USD 545.000,314m²,254m²,,2,,3,,,",  El Encuentro, General Pacheco"
USD 495.000,440m²,270m²,5,2,,3,1,40,",  Olivos, Vicente López"
USD 165.000,118m²,104m²,,3,,3,,,",  Villa Olivos, Escobar"
USD 85.000,235m²,200m²,,2,,3,,,",  Zárate, Zárate"
USD 140.000,1m²,1m²,5,,1,2,,1,",  Jardín Espinosa, Córdoba"
USD 215.000,180m²,145m²,,4,,4,,,",  La Cañada de Pilar, Pilar"
USD 360.000,300m²,270m²,4,3,1,3,1,10,",  Los Robles de Maschwitz, Escobar"
USD 550.000,461m²,371m²,,4,1,5,,,",  La Unión, Ezeiza"
USD 390.000,220m²,220m²,,2,1,3,,,",  Mar del Plata, Buenos Aires Costa Atlántica"
USD 395.000,707m²,174m²,5,2,,3,1,10,",  San Isidro Labrador, Villanueva"
USD 299.000,306m²,,5,2,1,4,1,30,",  Villa Adelina, San Isidro"
USD 74.000,300m²,90m²,2,,1,2,,4,",  Unquillo, Córdoba"
USD 619.000,1008m²,352m²,7,4,,3,,A estrenar,",  Buenos Aires Golf, Bella Vista"
USD 1.250.000,750m²,750m²,0,0,1,23,,59,",  Villa Crespo, Capital Federal"
USD 265.000,865m²,186m²,4,3,,3,1,A estrenar,",  San Rafael, Villanueva"
USD 215.000,180m²,136m²,4,2,1,3,,55,",  Liniers, Capital Federal"
USD 590.000,2024m²,330m²,,4,,5,,,",  Villa Olivos, Escobar"
USD 51.500,70m²,70m²,3,,,2,1,6,",  La Calera, Córdoba"
USD 250.000,190m²,130m²,,,1,3,,45,",  Martínez, San Isidro"
USD 395.000,580m²,200m²,4,3,,3,,1,",  Barrancas de Santa María, General Pacheco"
USD 960.000,771m²,320m²,5,4,,4,1,50,",  Olivos, Vicente López"
USD 270.000,1m²,1m²,5,2,,3,,8,",  Moreno, Moreno"
$ 1,1000m²,125m²,5,3,,3,,13,",  Santa Rosa de Calamuchita, Córdoba"
USD 300.000,1080m²,260m²,5,2,,3,1,9,",  San Miguel, San Miguel"
USD 100.000,200m²,82m²,4,2,,3,,50,",  Castelar, Morón"
USD 619.000,1023m²,327m²,7,5,,3,,A estrenar,",  Buenos Aires Golf, Bella Vista"
USD 270.000,449m²,376m²,3,4,,3,,A estrenar,",  Villa Belgrano, Córdoba"
USD 470.000,675m²,280m²,4,3,,4,1,12,",  Santa Bárbara, Tigre"
USD 465.000,1087m²,287m²,5,3,,3,1,10,",  Los Laureles, Pilar"
USD 199.000,,70m²,0,,,2,,A estrenar,",  Palmas del Sol, Pilar"
USD 425.000,405m²,331m²,6,4,,5,,80,",  Villa Pueyrredón, Capital Federal"
USD 318.000,230m²,375m²,5,4,,4,1,4,",  Villa Ballester, General San Martín"
USD 150.000,175m²,135m²,3,,,2,,50,",  Villa Maipu, General San Martín"
USD 220.000,250m²,118m²,4,3,1,2,,A estrenar,",  Villa Belgrano, Córdoba"
USD 369.000,1326m²,210m²,5,3,,4,,12,",  Villa Udaondo, Ituzaingó"
USD 110.000,788m²,188m²,,3,,3,,,",  Club Manuel Belgrano, Escobar"
USD 500.000,300m²,267m²,5,3,1,4,,,",  Lomas de San Isidro, San Isidro"
USD 350.000,857m²,221m²,,4,,3,,1,",  San Gabriel, Villanueva"
USD 325.000,235m²,200m²,3,,1,2,1,30,",  Caballito, Capital Federal"
USD 330.000,,200m²,4,0,,3,,15,",  Haedo, Morón"
USD 650.000,336m²,290m²,5,,1,4,,,",  San Isidro Labrador, Villanueva"
USD 80.000,275m²,45m²,2,,,,,11,",  Funes, Santa Fe"
USD 340.000,810m²,250m²,4,3,,3,1,A estrenar,",  Norte, El Cantón"
USD 228.000,227m²,150m²,5,2,,4,,10,",  Bella Vista, San Miguel"
USD 125.000,300m²,95m²,3,,,2,,40,",  Lomas de Zamora, Lomas de Zamora"
USD 550.000,450m²,274m²,5,2,,3,,50,",  Flores, Capital Federal"
USD 339.999,360m²,124m²,,2,,3,,,",  Zárate, Zárate"
USD 330.000,1067m²,321m²,5,3,,4,,10,",  Villa Carlos Paz, Córdoba"
USD 330.000,306m²,226m²,4,2,1,3,,99,",  Coghlan, Capital Federal"
USD 329.999,356m²,156m²,,3,,3,,,",  Zárate, Zárate"
USD 145.000,183m²,98m²,3,,,,1,10,",  Altos del Chateau, Córdoba"
USD 185.000,,160m²,0,3,,3,,A estrenar,",  Santa Guadalupe, Pilar del Este"
USD 360.000,900m²,220m²,4,3,1,3,1,15,",  Campos de Alvarez, Moreno"
USD 185.000,,128m²,0,3,1,3,,A estrenar,",  Pilar del Este, Pilar"
USD 145.000,,100m²,,2,1,2,,40,",  Castelar, Morón"
USD 75.000,950m²,115m²,3,3,,3,,25,",  Córdoba, Córdoba"
USD 165.000,80m²,80m²,3,2,,2,1,A estrenar,",  Villa Elisa, La Plata"
USD 360.000,640m²,350m²,3,3,1,3,,2,",  Santina Norte, Córdoba"
USD 320.000,1000m²,230m²,3,3,1,2,,6,",  Córdoba, Córdoba"
USD 220.000,280m²,83m²,3,,,2,,50,",  Martínez, San Isidro"
USD 94.000,216m²,160m²,0,2,,3,,15,",  Godoy Cruz, Mendoza "
USD 200.000,10500m²,169m²,3,2,,2,,45,",  Sierra de los Padres, Mar del Plata"
USD 199.000,180m²,150m²,4,3,,3,1,A estrenar,",  Córdoba, Córdoba"
USD 1.800.000,12000m²,600m²,10,4,,4,1,A estrenar,",  Villa Carlos Paz, Córdoba"
USD 220.000,780m²,180m²,5,3,,3,,A estrenar,",  Pilar del Este, Pilar"
USD 850.000,1150m²,500m²,,5,,4,,5,",  Santa María de Tigre, Rincón de Milberg"
USD 370.000,335m²,236m²,,4,,4,,,",  San Fernando, San Fernando"
USD 355.000,236m²,175m²,5,,,3,1,40,",  Olivos, Vicente López"
USD 595.000,550m²,1500m²,5,4,1,5,,A estrenar,",  San Isidro, Villa Allende"
USD 490.000,1200m²,415m²,12,3,1,3,,25,",  Jardín Espinosa, Córdoba"
USD 290.000,419m²,215m²,5,2,,3,1,30,",  Aranjuez, Escobar"
USD 98.000,500m²,80m²,,2,,3,,,",  Los Alamos, Pilar"
USD 155.000,150m²,125m²,2,2,1,2,,A estrenar,",  Villa Allende, Villa Allende"
USD 100.000,692m²,130m²,,2,,2,,,",  Los Troncos, Pilar"
USD 320.000,230m²,230m²,6,2,,3,,30,",  Florida, Vicente López"
USD 750.000,490m²,320m²,6,4,,5,,30,",  Belgrano, Capital Federal"
USD 175.000,260m²,150m²,3,,1,2,,35,",  Villa Ballester, General San Martín"
USD 395.000,,280m²,,5,,4,,,",  Norte Playa, Pinamar"
USD 339.000,514m²,167m²,3,3,,3,1,A estrenar,",  La Comarca, Tigre"
USD 230.000,93m²,93m²,,2,1,2,,25,",  Martínez, San Isidro"
USD 260.000,330m²,130m²,4,,,3,1,8,",  Francisco Alvarez, Moreno"
USD 250.000,320m²,165m²,4,,,3,1,60,",  Parque Chacabuco, Capital Federal"
USD 80.000,110m²,85m²,2,,1,2,,25,",  Haedo, Morón"
USD 215.000,820m²,160m²,5,2,,3,1,A estrenar,",  San Matías, Escobar"
USD 460.000,348m²,230m²,7,3,1,5,1,50,",  Olivos, Vicente López"
USD 450.000,460m²,460m²,5,3,,4,,40,",  Villa Pueyrredón, Capital Federal"
USD 125.000,200m²,80m²,3,,,2,,,",  Boulogne Sur Mer, San Isidro"
USD 138.000,6000m²,72m²,3,,,2,,15,",  Islas del Paraná, Delta"
USD 770.000,1144m²,384m²,8,3,,4,1,22,",  Camino Real, San Isidro"
USD 530.000,300m²,270m²,,3,,3,,,",  Mar del Plata, Buenos Aires Costa Atlántica"
USD 700.000,,,0,0,,0,,A estrenar,",  Canning, Ezeiza"
USD 380.000,,222m²,4,3,1,3,,A estrenar,",  Islas, El Cantón"
USD 195.000,,221m²,5,2,1,5,,55,",  Villa Lugano, Capital Federal"
USD 340.000,630m²,220m²,6,0,,4,,A estrenar,",  La Horqueta de Echeverría, Esteban Echeverría"
USD 380.000,203m²,163m²,,3,,3,,,",  La Comarca, Tigre"
USD 330.000,205m²,180m²,,2,,3,,,",  Las Tipas, Nordelta"
USD 690.000,530m²,470m²,6,5,,5,1,30,",  Martínez, San Isidro"
USD 375.000,500m²,170m²,3,2,,3,1,A estrenar,",  Barrancas de San José, General Pacheco"
USD 390.000,,300m²,5,3,,3,1,4,",  Martínez, San Isidro"
USD 2.950.000,750m²,700m²,,5,,4,,,",  La Isla, Nordelta"
USD 270.000,258m²,194m²,4,2,,3,1,35,",  Villa Devoto, Capital Federal"
USD 255.000,,150m²,4,3,,3,,A estrenar,",  Islas, El Cantón"
USD 219.000,283m²,144m²,4,3,,3,,,",  Maschwitz Country Club, Escobar"
USD 290.000,155m²,250m²,4,3,1,3,,15,",  Floresta, Capital Federal"
USD 600.000,1200m²,400m²,8,3,,4,,7,",  Villa Elisa, La Plata"
USD 220.000,750m²,180m²,6,2,1,2,,1,",  Mayu Sumaj, Córdoba"
USD 360.000,814m²,250m²,5,3,1,4,1,A estrenar,",  Galápagos, Pilar"
USD 179.900,,110m²,0,3,,3,,A estrenar,",  Pilar del Este, Pilar"
USD 555.000,225m²,225m²,5,3,1,4,1,En construcción,",  Nuevo Quilmes, Quilmes"
USD 2.900.000,1050m²,450m²,,4,,3,,6,",  Belgrano, Capital Federal"
USD 135.000,120m²,120m²,,2,,3,,,",  Los Troncos, Pilar"
USD 168.000,105m²,70m²,3,,1,2,,1,",  Flores, Capital Federal"
USD 970.000,1951m²,470m²,6,4,,5,,40,",  Tortugas Country Club, Manuel Alberti"
USD 595.000,327m²,325m²,5,3,,4,,30,",  Martínez, San Isidro"
USD 570.000,330m²,330m²,,4,,3,,5,",  Altos del Sol, Ituzaingó"
USD 720.000,362m²,280m²,6,3,1,5,1,30,",  Martínez, San Isidro"
USD 105.000,557m²,120m²,4,2,1,3,,A estrenar,",  Pilar del Este, Pilar"
USD 145.000,115m²,90m²,4,2,1,3,1,A estrenar,",  Lomas de Zamora, Lomas de Zamora"
USD 268.000,400m²,250m²,4,2,1,3,,30,",  Caseros, Tres de Febrero"
USD 140.000,310m²,170m²,4,2,1,3,,10,",  Paso del Rey, Moreno"
USD 820.000,525m²,305m²,4,2,,3,,20,",  Parque Chacabuco, Capital Federal"
Consultar precio,25m²,490m²,10,5,,4,1,18,",  Abril, Berazategui"
USD 170.000,,105m²,4,,1,3,1,15,",  VIlla Revol, Córdoba"
USD 1.100.000,1595m²,510m²,,8,1,5,,50,",  San Isidro, San Isidro"
USD 120.000,300m²,150m²,6,3,1,4,,25,",  Moreno, Moreno"
USD 350.000,250m²,210m²,5,2,1,0,,20,",  Haedo, Morón"
USD 140.000,259m²,159m²,4,,,3,1,50,",  Quilmes, Quilmes"
USD 375.000,288m²,227m²,,3,1,3,,,",  Malibú, San Vicente"
USD 89.099,66m²,66m²,,,1,2,,,",  San Miguel del Monte, San Miguel del Monte"
USD 148.000,96m²,78m²,3,,,2,,5,",  Florida, Vicente López"
USD 895.000,364m²,322m²,,5,,4,,,",  Abril, Berazategui"
USD 265.000,217m²,164m²,4,3,1,3,,A estrenar,",  El Cantón, Escobar"
USD 229.000,126m²,110m²,4,,1,3,1,11,",  Munro, Vicente López"
USD 160.000,404m²,249m²,9,2,,3,,30,",  Jardín, Córdoba"
USD 620.000,,240m²,,,1,,,A estrenar,",  Puertos, Escobar"
USD 420.000,281m²,170m²,5,2,1,4,,40,",  Martínez, San Isidro"
USD 350.000,306m²,306m²,6,3,1,3,,18,",  Las Praderas, Luján"
USD 875.000,383m²,277m²,,2,1,4,,,",  Saint Thomas, Esteban Echeverría"
USD 160.000,251m²,96m²,3,,,2,,40,",  Villa Ballester, General San Martín"
USD 240.000,410m²,280m²,3,4,1,3,,A estrenar,",  URCA, Córdoba"
USD 360.000,868m²,240m²,4,4,,3,1,10,",  Pilar, Pilar"
USD 265.000,600m²,152m²,4,2,,3,,En construcción,",  Santa María, Córdoba"
USD 182.000,150m²,150m²,4,2,1,3,,,",  La Cañada de Pilar, Pilar"
USD 193.000,450m²,147m²,4,3,,3,,A estrenar,",  El Portal de Pilar, Pilar"
USD 255.000,218m²,218m²,6,3,,4,,A estrenar,",  Villa Rosa, Pilar"
USD 845.000,840m²,400m²,0,6,,4,1,13,",  Santa Bárbara, Tigre"
USD 310.000,408m²,180m²,,3,,3,,5,",  Las Orquídeas, Pilar"
USD 520.000,1680m²,460m²,5,3,1,4,,12,",  Lomas de la Carolina, Córdoba"
USD 282.000,212m²,120m²,5,2,,3,1,50,",  Olivos, Vicente López"
USD 180.000,180m²,180m²,4,2,1,3,1,A estrenar,",  Quebrada de las Rosas, Córdoba"
USD 220.000,,110m²,,2,,3,,,",  Carapachay, Vicente López"
USD 120.000,120m²,120m²,8,2,1,3,,14,",  Colón, Córdoba"
USD 270.000,250m²,180m²,3,3,1,3,,A estrenar,",  Alto Palermo, Córdoba"
USD 350.000,720m²,180m²,4,2,,3,1,18,",  Mayling, Pilar"
USD 120.000,80m²,80m²,3,2,1,2,1,A estrenar,",  Villa Elisa, La Plata"
USD 150.000,290m²,210m²,5,3,,4,,35,",  Villa Maipu, General San Martín"
USD 850.000,3000m²,320m²,7,3,,4,1,20,",  Martindale, Pilar"
USD 175.000,109m²,109m²,,2,,2,,,",  Pilar del Este, Pilar"
USD 320.000,220m²,160m²,3,2,,2,,A estrenar,",  Villa Maipu, General San Martín"
USD 480.000,,280m²,,3,,4,,,",  La Caballeriza, Pilar"
Consultar precio,433m²,185m²,4,3,,3,1,40,",  Los Troncos, Mar del Plata"
USD 198.000,151m²,121m²,0,2,,3,,A estrenar,",  La Cañada de Pilar, Pilar"
USD 490.000,264m²,178m²,,4,1,4,,3,",  Florida, Vicente López"
USD 130.000,500m²,200m²,0,2,,2,,4,",  Roldán, Santa Fe"
USD 280.000,196m²,196m²,4,3,1,3,,8,",  Los Jazmines, Pilar del Este"
USD 180.000,165m²,165m²,4,2,,3,,2,",  La Cuesta, Pilar"
USD 155.000,,145m²,4,2,1,3,,,",  Miradores de Manantiales, Córdoba"
USD 420.000,,226m²,4,2,1,3,,A estrenar,",  Puertos, Escobar"
USD 215.000,100m²,100m²,4,2,,3,,,",  Villa Udaondo, Ituzaingó"
USD 950.000,761m²,441m²,,5,1,4,,8,",  Martínez, San Isidro"
USD 470.000,522m²,522m²,5,2,,4,1,30,",  Wilde, Avellaneda"
USD 168.000,200m²,141m²,5,,,4,,60,",  Jose Marmol, Almirante Brown"
USD 360.000,210m²,180m²,4,2,,3,1,6,",  Rumenco, Mar del Plata"
USD 550.000,1228m²,380m²,4,2,,3,,35,",  Pilar, Pilar"
USD 169.000,405m²,125m²,3,2,,2,1,2,",  La Cañada de Pilar, Pilar"
USD 285.000,865m²,185m²,4,3,,3,1,En construcción,",  San Rafael, Villanueva"
USD 284.000,286m²,220m²,5,2,,3,1,40,",  Temperley, Lomas de Zamora"
USD 198.000,151m²,121m²,4,2,1,3,1,A estrenar,",  La Cañada de Pilar, Pilar"
USD 350.000,250m²,220m²,4,3,1,3,1,12,",  Pilar del Este, Pilar"
USD 125.000,470m²,131m²,,2,1,3,,35,",  Indio Cuá Golf Club, Exaltación de la Cruz"
USD 78.000,88m²,88m²,3,,,2,,5,",  Los Quinchos, Pilar"
USD 338.000,200m²,200m²,5,2,1,3,,16,",  La Delfina, Pilar"
USD 470.000,1000m²,340m²,6,3,,3,1,4,",  La Legua, Pilar"
Consultar precio,825m²,268m²,,5,,4,,,",  San Francisco (Tigre), Tigre"
USD 285.000,1508m²,174m²,0,3,1,3,,10,",  San Joaquín, Exaltación de la Cruz"
Consultar precio,3500m²,700m²,4,5,1,3,,12,",  Abril, Berazategui"
USD 130.000,512m²,107m²,4,0,,2,,En construcción,",  Funes, Santa Fe"
USD 85.000,220m²,100m²,0,,1,3,,40,",  Córdoba, Córdoba"
USD 120.000,1500m²,158m²,,,1,3,,10,",  Parque Exaltación, Exaltación de la Cruz"
USD 140.000,406m²,125m²,,2,,3,,,",  La Agustina, Pilar"
USD 335.000,523m²,260m²,6,2,,3,1,7,",  Córdoba, Córdoba"
USD 230.000,140m²,140m²,4,2,,3,,,",  La Cañada de Pilar, Pilar"
USD 145.000,160m²,120m²,,2,,3,,6,",  La Angelica, Pilar"
USD 79.000,245m²,110m²,,,,3,,40,",  Indio Cuá Golf Club, Exaltación de la Cruz"
USD 285.000,240m²,240m²,4,3,,2,,5,",  Sausalito, Pilar"
USD 650.000,292m²,200m²,,6,,4,,,",  Acassuso, San Isidro"
USD 370.000,535m²,165m²,4,2,,3,1,7,",  La Comarca, Tigre"
USD 350.000,537m²,187m²,4,3,,3,1,1,",  La Comarca, Tigre"
USD 415.000,546m²,233m²,5,2,,3,1,8,",  La Comarca, Tigre"
USD 320.000,531m²,160m²,3,3,,3,1,A estrenar,",  La Comarca, Tigre"
USD 130.000,190m²,97m²,4,,,2,,70,",  La Florida, Rosario"
USD 420.000,270m²,230m²,5,3,1,4,,5,",  San Isidro Labrador, Villanueva"
USD 220.000,550m²,180m²,0,2,1,3,,35,",  Pilar, Pilar"
USD 85.000,110m²,110m²,4,,1,3,,45,",  Longchamps, Almirante Brown"
USD 140.000,47m²,47m²,2,,,,1,A estrenar,",  Quilmes, Quilmes"
USD 179.500,380m²,174m²,5,3,,4,,10,",  La Lonja, Pilar"
$ 50.000,150m²,130m²,5,,,2,1,60,",  Deán Funes, Córdoba"
USD 250.000,360m²,170m²,4,2,,3,1,En construcción,",  La Carolina, Córdoba"
USD 190.000,220m²,220m²,4,,,3,,30,",  Longchamps, Almirante Brown"
USD 170.000,126m²,110m²,2,2,1,2,,50,",  Versalles, Capital Federal"
USD 670.000,830m²,315m²,6,3,,4,1,10,",  Talar del Lago II, El Talar de Pacheco"
USD 800.000,,560m²,,5,,4,,,",  Martínez, San Isidro"
USD 125.000,600m²,150m²,,2,,2,,,",  Los Acantilados, Mar del Plata"
USD 290.000,,215m²,,3,,3,,,",  El Cantón, Escobar"
USD 180.000,1370m²,1370m²,4,0,,3,,20,",  Las Praderas, Luján"
USD 740.000,335m²,285m²,,5,,4,,,",  Santa Catalina, Villanueva"
USD 700.000,1200m²,170m²,,2,,3,,,",  Santa María de Tigre, Rincón de Milberg"
USD 870.000,,529m²,0,4,,5,,A estrenar,",  Village Golf & Tennis, Pilar"
USD 840.000,345m²,265m²,,4,,4,,,",  Las Tipas, Nordelta"
USD 130.000,160m²,94m²,4,2,,2,,13,",  Córdoba, Córdoba"
USD 440.000,1500m²,350m²,4,4,1,5,,8,",  Country Las Marías, Córdoba"
